id;nombre_cancion;popularity;artista;pais;genero;Rango_lustros
2613;SEXDRIVE;58;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2614;Bank of Wildflowers (feat. Georgia);0;William Orbit, Georgia;SI;NULL;2020-2024
2615;KEHLANI;57;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2616;Rodeo (Remix);9;Lah Pat, Flo Milli;SI;NULL;2020-2024
2617;Fantazija;54;Grše, Miach;SI;NULL;2020-2024
2618;Passenger Princess;6;Aminé, Smino;SI;NULL;2020-2024
2619;Bez Koda;56;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2620;Family Feud - Live at The Ford;2;FINNEAS;SI;NULL;2020-2024
2621;Sailor Song;89;Gigi Perez;SI;indie folk;2020-2024
2622;Little Window - Live Studio Session;3;FINNEAS;SI;NULL;2020-2024
2623;Palme;51;Ano, Mili;SI;NULL;2020-2024
2624;4:30;7;Haze, Mucco;SI;NULL;2020-2024
2625;VVS;53;Voyage, BakaPrase;SI;NULL;2020-2024
2626;EA2 (The Beginning of the Era);1;Lil Uzi Vert;SI;NULL;2020-2024
2627;Not Like Us;92;Kendrick Lamar;SI;MySpotigramBot;2020-2024
2628;Playa (feat. Ella Bands);0;A Boogie Wit da Hoodie, Ella Bands;SI;NULL;2020-2024
2629;Forza;53;Grše;SI;NULL;2020-2024
2630;Full Round Table;0;CQ Wrestling;SI;NULL;2020-2024
2631;VRATI JE TATI;56;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2632;Vivien;1;††† (Crosses);SI;NULL;2020-2024
2633;APT.;91;ROSÉ, Bruno Mars;SI;NULL;2020-2024
2634;Dead Flowers;0;Boldy James;SI;NULL;2020-2024
2635;KINGSTON;56;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2636;Circles;7;SAINt JHN;SI;NULL;2020-2024
2637;Mangio Pasta;53;Peki, Grše;SI;NULL;2020-2024
2638;DUMBAI;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;SI;NULL;2020-2024
2639;Karneval II;53;Sajfer;SI;NULL;2020-2024
2640;Swimming with Sharks;0;New Hope Club;SI;NULL;2020-2024
2641;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;SI;NULL;2020-2024
2642;I Ain't Sayin' - Performance;2;Jordan Davis;SI;NULL;2020-2024
2643;WILDFLOWER;90;Billie Eilish;SI;edu e marco;2020-2024
2644;Cono Hielo;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;SI;NULL;2020-2024
2645;MAKAROV;56;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2646;Uzi The Earthling! (TV Show Theme);0;Lil Uzi Vert;SI;pop rock;2020-2024
2647;BLUR;55;Jala Brat, Buba Corelli;SI;NULL;2020-2024
2648;Poca Fe (En vivo desde Santiago);0;Cami;SI;NULL;2020-2024
2649;BASS;60;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2650;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;HR;NULL;2020-2024
2651;"Anđeo - From ""Sram""";57;Miach, Hiljson Mandela;HR;NULL;2020-2024
2652;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;HR;NULL;2020-2024
2653;BLAKA BLAKA;60;Jala Brat, Buba Corelli, Elena;HR;NULL;2020-2024
2654;Aimer à moitié;2;Calema;HR;NULL;2020-2024
2655;SEXDRIVE;58;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2656;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;HR;NULL;2020-2024
2657;KEHLANI;57;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2658;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;HR;NULL;2020-2024
2659;VRATI JE TATI;56;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2660;Hurt;12;OneRepublic;HR;NULL;2020-2024
2661;Bez Koda;56;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2662;4:30;7;Haze, Mucco;HR;NULL;2020-2024
2663;Bajadeira;52;Peki, Hiljson Mandela;HR;NULL;2020-2024
2664;Circles;7;SAINt JHN;HR;NULL;2020-2024
2665;Voice;57;Nucci;HR;NULL;2020-2024
2666;Rodeo (Remix);9;Lah Pat, Flo Milli;HR;NULL;2020-2024
2667;KINGSTON;56;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2668;Don't Play by the Rules;3;D.T.E, PREZIOSO;HR;NULL;2020-2024
2669;BLUR;55;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2670;Standard;6;Einar, A36;HR;NULL;2020-2024
2671;Fantazija;54;Grše, Miach;HR;NULL;2020-2024
2672;Она любила музыку;0;Dima Bilan, Nataliya Vlasova;HR;NULL;2020-2024
2673;MAKAROV;56;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2674;Gyal Dem Time (feat. Teejay);0;Shaggy, Teejay;HR;NULL;2020-2024
2675;Mangio Pasta;53;Peki, Grše;HR;NULL;2020-2024
2676;Delli (feat. Adel);0;Ricky Rich, Adel;HR;NULL;2020-2024
2677;Žrla Frla;52;Crni Cerak, Cunami Flo, Neloe;HR;NULL;2020-2024
2678;EA2 (The Beginning of the Era);1;Lil Uzi Vert;HR;NULL;2020-2024
2679;Ganga i Rera;49;Peki, Vojko V;HR;NULL;2020-2024
2680;Little Window - Live Studio Session;3;FINNEAS;HR;NULL;2020-2024
2681;Forza;53;Grše;HR;NULL;2020-2024
2682;Bank of Wildflowers (feat. Georgia);0;William Orbit, Georgia;HR;NULL;2020-2024
2683;Led;50;Miach, Grše;HR;NULL;2020-2024
2684;Passenger Princess;6;Aminé, Smino;HR;NULL;2020-2024
2685;Ako ne znaš šta je bilo;48;Marko Perković Thompson, Hrvatske ruže;HR;NULL;2020-2024
2686;Last Night In Kingston;3;Konan;HR;NULL;2020-2024
2687;Die With A Smile;96;Lady Gaga, Bruno Mars;HR;NULL;2020-2024
2688;Party Jumpin’;2;Jamie Brown, Marshmello;HR;NULL;2020-2024
2689;Ankaran;51;Hiljson Mandela, Biba;HR;NULL;2020-2024
2690;Babylon - Live;4;Tamino;HR;NULL;2020-2024
2691;Japan;52;Jala Brat, Buba Corelli;HR;NULL;2020-2024
2692;DUMBAI;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;HR;NULL;2020-2024
2693;7ICE;53;Sajfer, Jala Brat, Buba Corelli;HR;NULL;2020-2024
2694;Dead Flowers;0;Boldy James;HR;NULL;2020-2024
2695;Palme;51;Ano, Mili;HR;NULL;2020-2024
2696;Rid Of Me - Live;3;Still Woozy;HR;NULL;2020-2024
2697;KISS;44;Baks;HR;NULL;2020-2024
2698;Family Feud - Live at The Ford;2;FINNEAS;HR;NULL;2020-2024
2699;Die With A Smile;96;Lady Gaga, Bruno Mars;BA;NULL;2020-2024
2700;Circles;7;SAINt JHN;BA;NULL;2020-2024
2701;BIRDS OF A FEATHER;93;Billie Eilish;BA;alt-pop;2020-2024
2702;4:30;7;Haze, Mucco;BA;NULL;2020-2024
2703;Not Like Us;92;Kendrick Lamar;BA;MySpotigramBot;2020-2024
2704;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;BA;NULL;2020-2024
2705;That’s So True;91;Gracie Abrams;BA;love at first listen;2020-2024
2706;Passenger Princess;6;Aminé, Smino;BA;NULL;2020-2024
2707;Clean Baby Sleep White Noise (Loopable);91;Dream Supplier, Baby Sleeps, Background White Noise;BA;NULL;2020-2024
2708;Hurt;12;OneRepublic;BA;NULL;2020-2024
2709;APT.;91;ROSÉ, Bruno Mars;BA;NULL;2020-2024
2710;123 (feat. Yasin);2;Cherrie, Yasin;BA;NULL;2020-2024
2711;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;BA;NULL;2020-2024
2712;EA2 (The Beginning of the Era);1;Lil Uzi Vert;BA;NULL;2020-2024
2713;WILDFLOWER;90;Billie Eilish;BA;edu e marco;2020-2024
2714;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;BA;NULL;2020-2024
2715;Sailor Song;89;Gigi Perez;BA;indie folk;2020-2024
2716;Rodeo (Remix);9;Lah Pat, Flo Milli;BA;NULL;2020-2024
2717;Good Luck, Babe!;89;Chappell Roan;BA;synthpop;2020-2024
2718;Horror Story;0;Tay Savage, Rah Swish;BA;NULL;2020-2024
2719;luther (with sza);89;Kendrick Lamar, SZA;BA;NULL;2020-2024
2720;Babylon - Live;4;Tamino;BA;NULL;2020-2024
2721;luther (with sza);88;Kendrick Lamar, SZA;BA;NULL;2020-2024
2722;Yasak Aşk / Aşk-ı Memnu - Live;0;Toygar Işıklı, Break of Reality;BA;NULL;2020-2024
2723;DENIAL IS A RIVER;88;Doechii;BA;Hip-Hop;2020-2024
2724;Dead Flowers;0;Boldy James;BA;NULL;2020-2024
2725;Si Antes Te Hubiera Conocido;87;KAROL G;BA;latin;2020-2024
2726;Family Feud - Live at The Ford;2;FINNEAS;BA;NULL;2020-2024
2727;APT.;87;ROSÉ, Bruno Mars;BA;NULL;2020-2024
2728;Postcards - Acoustic Version;1;Mackenzy Mackay;BA;NULL;2020-2024
2729;squabble up;87;Kendrick Lamar;BA;hyphy;2020-2024
2730;Aimer à moitié;2;Calema;BA;NULL;2020-2024
2731;Timeless (feat. Playboi Carti);87;The Weeknd, Playboi Carti;BA;NULL;2020-2024
2732;Kalt wie Eis (feat. Tommy);0;Ciro, Tommy;BA;NULL;2020-2024
2733;One Of The Girls (with JENNIE, Lily Rose Depp);87;The Weeknd, JENNIE, Lily-Rose Depp;BA;NULL;2020-2024
2734;Lindo Momento;21;Julliany Souza;BA;NULL;2020-2024
2735;Like Him (feat. Lola Young);86;Tyler, The Creator, Lola Young;BA;NULL;2020-2024
2736;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;BA;NULL;2020-2024
2737;Messy;86;Lola Young;BA;indie rock;2020-2024
2738;Seu Astral / Mistérios;11;Fiorella;BA;NULL;2020-2024
2739;blue;86;yung kai;BA;indie;2020-2024
2740;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;BA;NULL;2020-2024
2741;Qué Pasaría...;86;Rauw Alejandro, Bad Bunny;BA;NULL;2020-2024
2742;Selfmade Babylon;6;Bausa, Bozza;BA;NULL;2020-2024
2743;Taste;86;Sabrina Carpenter;BA;pop;2020-2024
2744;Standard;6;Einar, A36;BA;NULL;2020-2024
2745;Loco;86;Neton Vega;BA;NULL;2020-2024
2746;Tussi Code Mari;5;Marcianeke, Crismj;BA;NULL;2020-2024
2747;Who;86;Jimin;BA;homosexual;2020-2024
2748;Pasatiempo;4;La China, ECKO;BA;NULL;2020-2024
2749;Die With A Smile;96;Lady Gaga, Bruno Mars;ME;NULL;2020-2024
2750;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;ME;NULL;2020-2024
2751;BIRDS OF A FEATHER;93;Billie Eilish;ME;alt-pop;2020-2024
2752;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;ME;NULL;2020-2024
2753;Not Like Us;92;Kendrick Lamar;ME;MySpotigramBot;2020-2024
2754;Delli (feat. Adel);0;Ricky Rich, Adel;ME;NULL;2020-2024
2755;That’s So True;91;Gracie Abrams;ME;love at first listen;2020-2024
2756;123 (feat. Yasin);2;Cherrie, Yasin;ME;NULL;2020-2024
2757;Clean Baby Sleep White Noise (Loopable);91;Dream Supplier, Baby Sleeps, Background White Noise;ME;NULL;2020-2024
2758;Hurt;12;OneRepublic;ME;NULL;2020-2024
2759;APT.;91;ROSÉ, Bruno Mars;ME;NULL;2020-2024
2760;僕は頑張るよっ feat. ano;1;Shinsei Kamattechan, Ano;ME;NULL;2020-2024
2761;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;ME;NULL;2020-2024
2762;Babylon - Live;4;Tamino;ME;NULL;2020-2024
2763;WILDFLOWER;90;Billie Eilish;ME;edu e marco;2020-2024
2764;Circles;7;SAINt JHN;ME;NULL;2020-2024
2765;Sailor Song;89;Gigi Perez;ME;indie folk;2020-2024
2766;J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda;3;Johann Sebastian Bach, Carolin Widmann;ME;NULL;2020-2024
2767;Good Luck, Babe!;89;Chappell Roan;ME;synthpop;2020-2024
2768;EA2 (The Beginning of the Era);1;Lil Uzi Vert;ME;NULL;2020-2024
2769;luther (with sza);89;Kendrick Lamar, SZA;ME;NULL;2020-2024
2770;BABY GANGSTA;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;ME;NULL;2020-2024
2771;luther (with sza);88;Kendrick Lamar, SZA;ME;NULL;2020-2024
2772;DUMBAI;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;ME;NULL;2020-2024
2773;DENIAL IS A RIVER;88;Doechii;ME;Hip-Hop;2020-2024
2774;Uzi The Earthling! (TV Show Theme);0;Lil Uzi Vert;ME;pop rock;2020-2024
2775;Si Antes Te Hubiera Conocido;87;KAROL G;ME;latin;2020-2024
2776;Ti voglio richiamare;0;Yanomi, blame, Chakra;ME;NULL;2020-2024
2777;APT.;87;ROSÉ, Bruno Mars;ME;NULL;2020-2024
2778;Lindo Momento;21;Julliany Souza;ME;NULL;2020-2024
2779;squabble up;87;Kendrick Lamar;ME;hyphy;2020-2024
2780;Seu Astral / Mistérios;11;Fiorella;ME;NULL;2020-2024
2781;Timeless (feat. Playboi Carti);87;The Weeknd, Playboi Carti;ME;NULL;2020-2024
2782;Rodeo (Remix);9;Lah Pat, Flo Milli;ME;NULL;2020-2024
2783;One Of The Girls (with JENNIE, Lily Rose Depp);87;The Weeknd, JENNIE, Lily-Rose Depp;ME;NULL;2020-2024
2784;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;ME;NULL;2020-2024
2785;Like Him (feat. Lola Young);86;Tyler, The Creator, Lola Young;ME;NULL;2020-2024
2786;4:30;7;Haze, Mucco;ME;NULL;2020-2024
2787;Messy;86;Lola Young;ME;indie rock;2020-2024
2788;Selfmade Babylon;6;Bausa, Bozza;ME;NULL;2020-2024
2789;blue;86;yung kai;ME;indie;2020-2024
2790;Standard;6;Einar, A36;ME;NULL;2020-2024
2791;Qué Pasaría...;86;Rauw Alejandro, Bad Bunny;ME;NULL;2020-2024
2792;Passenger Princess;6;Aminé, Smino;ME;NULL;2020-2024
2793;Taste;86;Sabrina Carpenter;ME;pop;2020-2024
2794;Tussi Code Mari;5;Marcianeke, Crismj;ME;NULL;2020-2024
2795;Loco;86;Neton Vega;ME;NULL;2020-2024
2796;Pasatiempo;4;La China, ECKO;ME;NULL;2020-2024
2797;Who;86;Jimin;ME;homosexual;2020-2024
2798;Das riecht gut / Ça Sent Bon;4;Team Karacho, Roger Rekless;ME;NULL;2020-2024
2799;Die With A Smile;96;Lady Gaga, Bruno Mars;AL;NULL;2020-2024
2800;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;AL;NULL;2020-2024
2801;BIRDS OF A FEATHER;93;Billie Eilish;AL;alt-pop;2020-2024
2802;Hurt;12;OneRepublic;AL;NULL;2020-2024
2803;Not Like Us;92;Kendrick Lamar;AL;MySpotigramBot;2020-2024
2804;Seu Astral / Mistérios;11;Fiorella;AL;NULL;2020-2024
2805;That’s So True;91;Gracie Abrams;AL;love at first listen;2020-2024
2806;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;AL;NULL;2020-2024
2807;Clean Baby Sleep White Noise (Loopable);91;Dream Supplier, Baby Sleeps, Background White Noise;AL;NULL;2020-2024
2808;Circles;7;SAINt JHN;AL;NULL;2020-2024
2809;APT.;91;ROSÉ, Bruno Mars;AL;NULL;2020-2024
2810;4:30;7;Haze, Mucco;AL;NULL;2020-2024
2811;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;AL;NULL;2020-2024
2812;Tussi Code Mari;5;Marcianeke, Crismj;AL;NULL;2020-2024
2813;WILDFLOWER;90;Billie Eilish;AL;edu e marco;2020-2024
2814;Das riecht gut / Ça Sent Bon;4;Team Karacho, Roger Rekless;AL;NULL;2020-2024
2815;Sailor Song;89;Gigi Perez;AL;indie folk;2020-2024
2816;Babylon - Live;4;Tamino;AL;NULL;2020-2024
2817;Good Luck, Babe!;89;Chappell Roan;AL;synthpop;2020-2024
2818;Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles;3;Billie Eilish;AL;NULL;2020-2024
2819;luther (with sza);89;Kendrick Lamar, SZA;AL;NULL;2020-2024
2820;Little Window - Live Studio Session;3;FINNEAS;AL;NULL;2020-2024
2821;luther (with sza);88;Kendrick Lamar, SZA;AL;NULL;2020-2024
2822;J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda;3;Johann Sebastian Bach, Carolin Widmann;AL;NULL;2020-2024
2823;DENIAL IS A RIVER;88;Doechii;AL;Hip-Hop;2020-2024
2824;Rid Of Me - Live;3;Still Woozy;AL;NULL;2020-2024
2825;Si Antes Te Hubiera Conocido;87;KAROL G;AL;latin;2020-2024
2826;TV - Live From Singapore’s Cloud Forest;3;Billie Eilish;AL;NULL;2020-2024
2827;APT.;87;ROSÉ, Bruno Mars;AL;NULL;2020-2024
2828;Last Night In Kingston;3;Konan;AL;NULL;2020-2024
2829;squabble up;87;Kendrick Lamar;AL;hyphy;2020-2024
2830;I Ain't Sayin' - Performance;2;Jordan Davis;AL;NULL;2020-2024
2831;Timeless (feat. Playboi Carti);87;The Weeknd, Playboi Carti;AL;NULL;2020-2024
2832;Party Jumpin’;2;Jamie Brown, Marshmello;AL;NULL;2020-2024
2833;One Of The Girls (with JENNIE, Lily Rose Depp);87;The Weeknd, JENNIE, Lily-Rose Depp;AL;NULL;2020-2024
2834;Family Feud - Live at The Ford;2;FINNEAS;AL;NULL;2020-2024
2835;Like Him (feat. Lola Young);86;Tyler, The Creator, Lola Young;AL;NULL;2020-2024
2836;Aimer à moitié;2;Calema;AL;NULL;2020-2024
2837;Messy;86;Lola Young;AL;indie rock;2020-2024
2838;Cono Hielo;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;AL;NULL;2020-2024
2839;blue;86;yung kai;AL;indie;2020-2024
2840;Qué Pasaría...;86;Rauw Alejandro, Bad Bunny;AL;NULL;2020-2024
2841;DUMBAI;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;AL;NULL;2020-2024
2842;Taste;86;Sabrina Carpenter;AL;pop;2020-2024
2843;Pode Ir Embora / Vagalumes / Trânsito Parado;1;Fiorella;AL;NULL;2020-2024
2844;Loco;86;Neton Vega;AL;NULL;2020-2024
2845;Na Nossa Sala / Amor e Amor - Ao Vivo;1;Rodriguinho, Gaab, Mr. Dan;AL;NULL;2020-2024
2846;Who;86;Jimin;AL;homosexual;2020-2024
2847;Vamos Fugir / Aqui É O Seu Lugar;1;Fiorella;AL;NULL;2020-2024
2848;DOLCE GABBANA;63;TOQUEL, FLY LO, Beyond;GR;NULL;2020-2024
2849;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;GR;NULL;2020-2024
2850;Gia Sena;62;Saske, Grandbois, Th Mark;GR;NULL;2020-2024
2851;Circles;7;SAINt JHN;GR;NULL;2020-2024
2852;ILEGAL;63;TOQUEL, FLY LO, Beyond;GR;NULL;2020-2024
2853;Dead Flowers;0;Boldy James;GR;NULL;2020-2024
2854;TAMAM;62;RACK, Sin Laurent;GR;NULL;2020-2024
2855;Hurt;12;OneRepublic;GR;NULL;2020-2024
2856;MOU ZITAS;61;TOQUEL, FLY LO, Beyond;GR;NULL;2020-2024
2857;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;GR;NULL;2020-2024
2858;AUTOS;60;Sicario;GR;NULL;2020-2024
2859;Passenger Princess;6;Aminé, Smino;GR;NULL;2020-2024
2860;SHOOTER ME TN;60;RACK;GR;NULL;2020-2024
2861;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;GR;NULL;2020-2024
2862;PELIGROSA;60;TOQUEL, FLY LO, Beyond;GR;NULL;2020-2024
2863;Rodeo (Remix);9;Lah Pat, Flo Milli;GR;NULL;2020-2024
2864;Xiliometra;60;APON;GR;NULL;2020-2024
2865;TV - Live From Singapore’s Cloud Forest;3;Billie Eilish;GR;NULL;2020-2024
2866;Alitiki Agapi;59;LEX, Dof Twogee;GR;NULL;2020-2024
2867;Happier Than Ever - Live From Disney’s Happier Than Ever/A Love Letter to Los Angeles;3;Billie Eilish;GR;NULL;2020-2024
2868;Nyxterides;59;LEX, Dof Twogee;GR;NULL;2020-2024
2869;Babylon - Live;4;Tamino;GR;NULL;2020-2024
2870;Normal;58;Roi 6/12;GR;NULL;2020-2024
2871;RESPECT MY MOOD (Official Music Video);0;DUSTY LOCANE, J Hound;GR;NULL;2020-2024
2872;Kataramenos;58;Roi 6/12;GR;NULL;2020-2024
2873;EA2 (The Beginning of the Era);1;Lil Uzi Vert;GR;NULL;2020-2024
2874;Xeiroteri Genia;58;LEX, Dof Twogee;GR;NULL;2020-2024
2875;Vivien;1;††† (Crosses);GR;NULL;2020-2024
2876;MA BELLA;58;RACK, TOQUEL, Beyond;GR;NULL;2020-2024
2877;4:30;7;Haze, Mucco;GR;NULL;2020-2024
2878;Petheno;57;Roi 6/12;GR;NULL;2020-2024
2879;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;GR;NULL;2020-2024
2880;Frena;57;Roi 6/12;GR;NULL;2020-2024
2881;Little Window - Live Studio Session;3;FINNEAS;GR;NULL;2020-2024
2882;ISOS;58;Sicario;GR;NULL;2020-2024
2883;J.S. Bach: Violin Partita No. 2 in D Minor, BWV 1004 - I. Allemanda;3;Johann Sebastian Bach, Carolin Widmann;GR;NULL;2020-2024
2884;ODIGAO STIN VROXI;56;TOQUEL, FLY LO, Beyond, Mike G, Ioannis;GR;NULL;2020-2024
2885;Don't Play by the Rules;3;D.T.E, PREZIOSO;GR;NULL;2020-2024
2886;ANATOLI;57;Marina Satti;GR;NULL;2020-2024
2887;FAKE - BRITs 2022 Rising Star Live Session;1;Lola Young;GR;NULL;2020-2024
2888;Skoni;56;TOQUEL;GR;NULL;2020-2024
2889;Das riecht gut / Ça Sent Bon;4;Team Karacho, Roger Rekless;GR;NULL;2020-2024
2890;Se Periptosi Pou;56;Anna Vissi;GR;cyprus;2020-2024
2891;Chapa;0;JACASVI, lil Matt;GR;NULL;2020-2024
2892;Vorias;57;APON;GR;NULL;2020-2024
2893;Family Feud - Live at The Ford;2;FINNEAS;GR;NULL;2020-2024
2894;Feggari;56;APON;GR;NULL;2020-2024
2895;123 (feat. Yasin);2;Cherrie, Yasin;GR;NULL;2020-2024
2896;Die With A Smile;96;Lady Gaga, Bruno Mars;GR;NULL;2020-2024
2897;Standard;6;Einar, A36;GR;NULL;2020-2024
2898;Die With A Smile;96;Lady Gaga, Bruno Mars;MT;NULL;2020-2024
2899;Hurt;12;OneRepublic;MT;NULL;2020-2024
2900;BIRDS OF A FEATHER;93;Billie Eilish;MT;alt-pop;2020-2024
2901;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;MT;NULL;2020-2024
2902;That’s So True;91;Gracie Abrams;MT;love at first listen;2020-2024
2903;Not Like Us;92;Kendrick Lamar;MT;MySpotigramBot;2020-2024
2904;Don't Play by the Rules;3;D.T.E, PREZIOSO;MT;NULL;2020-2024
2905;APT.;91;ROSÉ, Bruno Mars;MT;NULL;2020-2024
2906;Circles;7;SAINt JHN;MT;NULL;2020-2024
2907;Good Luck, Babe!;89;Chappell Roan;MT;synthpop;2020-2024
2908;Rachmaninov: Rhapsody on a Theme of Paganini, Op. 43: Variation 18 (Andante cantabile);3;Sergei Rachmaninoff, Martin James Bartlett, Joshua Weilerstein, London Philharmonic Orchestra;MT;NULL;2020-2024
2909;tv off (feat. lefty gunplay);90;Kendrick Lamar, Lefty Gunplay;MT;NULL;2020-2024
2910;Risk - Live From The Tonight Show With Jimmy Fallon;8;Gracie Abrams;MT;NULL;2020-2024
2911;Sailor Song;89;Gigi Perez;MT;indie folk;2020-2024
2912;Elixir;1;Tommy Saint;MT;NULL;2020-2024
2913;I Adore You (feat. Daecolm);80;HUGEL, Topic, Arash, Daecolm;MT;NULL;2020-2024
2914;All We Got (feat. KIDDO);14;Robin Schulz, KIDDO;MT;NULL;2020-2024
2915;Messy;86;Lola Young;MT;indie rock;2020-2024
2916;Standard;6;Einar, A36;MT;NULL;2020-2024
2917;WILDFLOWER;90;Billie Eilish;MT;edu e marco;2020-2024
2918;Она любила музыку;0;Dima Bilan, Nataliya Vlasova;MT;NULL;2020-2024
2919;Lose Control;85;Teddy Swims;MT;soul;2020-2024
2920;Party Jumpin’;2;Jamie Brown, Marshmello;MT;NULL;2020-2024
2921;Timeless (feat. Playboi Carti);87;The Weeknd, Playboi Carti;MT;NULL;2020-2024
2922;Rid Of Me - Live;3;Still Woozy;MT;NULL;2020-2024
2923;DENIAL IS A RIVER;88;Doechii;MT;Hip-Hop;2020-2024
2924;Passenger Princess;6;Aminé, Smino;MT;NULL;2020-2024
2925;Too Sweet;80;Hozier;MT;irish;2020-2024
2926;EA2 (The Beginning of the Era);1;Lil Uzi Vert;MT;NULL;2020-2024
2927;Beautiful Things;85;Benson Boone;MT;pop;2020-2024
2928;Little Window - Live Studio Session;3;FINNEAS;MT;NULL;2020-2024
2929;The Door;82;Teddy Swims;MT;pop;2020-2024
2930;Last Night In Kingston;3;Konan;MT;NULL;2020-2024
2931;APT.;87;ROSÉ, Bruno Mars;MT;NULL;2020-2024
2932;Family Feud - Live at The Ford;2;FINNEAS;MT;NULL;2020-2024
2933;ME JALO;85;Fuerza Regida, Grupo Frontera;MT;NULL;2020-2024
2934;Vivien;1;††† (Crosses);MT;NULL;2020-2024
2935;Move;80;Adam Port, Stryv, Keinemusik, Orso, Malachiii;MT;NULL;2020-2024
2936;Cono Hielo;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;MT;NULL;2020-2024
2937;luther (with sza);89;Kendrick Lamar, SZA;MT;NULL;2020-2024
2938;Tuck Your Chain;0;Money Man, Danny Towers;MT;NULL;2020-2024
2939;Messy;83;Lola Young;MT;indie rock;2020-2024
2940;Postcards - Acoustic Version;1;Mackenzy Mackay;MT;NULL;2020-2024
2941;Stumblin' In;79;CYRIL;MT;cover;2020-2024
2942;Rodeo (Remix);9;Lah Pat, Flo Milli;MT;NULL;2020-2024
2943;Taste;86;Sabrina Carpenter;MT;pop;2020-2024
2944;DUMBAI;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;MT;NULL;2020-2024
2945;I Love You, I'm Sorry;84;Gracie Abrams;MT;peter;2020-2024
2946;BABY GANGSTA;1;CA7RIEL & Paco Amoroso, CA7RIEL, Paco Amoroso;MT;NULL;2020-2024
2947;Die With A Smile;96;Lady Gaga, Bruno Mars;CY;NULL;2020-2024
2948;That’s So True - Live From Radio City Music Hall;20;Gracie Abrams;CY;NULL;2020-2024
2949;DOLCE GABBANA;63;TOQUEL, FLY LO, Beyond;CY;NULL;2020-2024
2950;Hurt;12;OneRepublic;CY;NULL;2020-2024
2951;ILEGAL;63;TOQUEL, FLY LO, Beyond;CY;NULL;2020-2024
2952;Circles;7;SAINt JHN;CY;NULL;2020-2024
2953;Alitiki Agapi;59;LEX, Dof Twogee;CY;NULL;2020-2024
